Reading,Receive,Value,Unit,Data Quality
2023-01-11 17:13:43,2023-01-11 17:14:04,17.77,in,A
2023-01-11 14:40:24,2023-01-11 14:40:34,17.73,in,A
2023-01-11 13:52:16,2023-01-11 13:52:34,17.69,in,A
2023-01-11 12:47:46,2023-01-11 12:48:34,17.65,in,A
2023-01-11 11:32:09,2023-01-11 11:32:35,17.61,in,A
2023-01-11 10:46:31,2023-01-11 10:46:35,17.57,in,A
2023-01-11 06:32:20,2023-01-11 06:32:34,17.57,in,A
2023-01-10 22:46:31,2023-01-10 22:46:35,17.53,in,A
2023-01-10 10:46:31,2023-01-10 10:46:35,17.53,in,A
2023-01-10 09:57:54,2023-01-10 09:58:04,17.53,in,A
2023-01-10 09:34:41,2023-01-10 09:35:04,17.49,in,A
2023-01-10 08:10:07,2023-01-10 08:10:34,17.45,in,A
2023-01-10 08:08:25,2023-01-10 08:08:34,17.41,in,A
2023-01-10 07:58:57,2023-01-10 07:59:04,17.37,in,A
2023-01-10 07:55:13,2023-01-10 07:55:34,17.34,in,A
2023-01-10 07:53:32,2023-01-10 07:54:04,17.30,in,A
2023-01-10 06:59:11,2023-01-10 06:59:34,17.26,in,A
2023-01-10 02:08:14,2023-01-10 02:08:34,17.22,in,A
2023-01-10 02:02:33,2023-01-10 02:03:04,17.18,in,A
2023-01-10 02:01:27,2023-01-10 02:01:35,17.14,in,A
2023-01-10 01:59:21,2023-01-10 01:59:34,17.10,in,A
2023-01-10 01:54:37,2023-01-10 01:55:04,17.06,in,A
2023-01-10 01:48:22,2023-01-10 01:48:34,17.02,in,A
2023-01-10 01:43:51,2023-01-10 01:44:04,16.98,in,A
2023-01-10 01:31:29,2023-01-10 01:31:34,16.94,in,A
2023-01-09 22:46:31,2023-01-09 22:46:35,16.90,in,A
2023-01-09 10:46:31,2023-01-09 10:46:34,16.90,in,A
2023-01-09 08:07:24,2023-01-09 08:07:34,16.90,in,A
2023-01-09 07:30:52,2023-01-09 07:31:04,16.86,in,A
2023-01-09 07:20:19,2023-01-09 07:20:34,16.82,in,A
2023-01-09 07:03:13,2023-01-09 07:03:34,16.78,in,A
2023-01-09 06:52:37,2023-01-09 06:53:04,16.74,in,A
2023-01-09 06:44:45,2023-01-09 06:45:04,16.71,in,A
2023-01-09 06:36:53,2023-01-09 06:37:04,16.67,in,A
2023-01-09 06:07:18,2023-01-09 06:07:34,16.63,in,A
2023-01-09 05:55:43,2023-01-09 05:56:04,16.59,in,A
2023-01-09 05:39:13,2023-01-09 05:39:34,16.55,in,A
2023-01-09 05:24:41,2023-01-09 05:25:04,16.51,in,A
2023-01-09 05:13:56,2023-01-09 05:14:04,16.47,in,A
2023-01-09 05:03:56,2023-01-09 05:04:04,16.43,in,A
2023-01-09 04:56:53,2023-01-09 04:57:04,16.39,in,A
2023-01-09 04:41:48,2023-01-09 04:46:48,16.35,in,A
2023-01-09 04:21:27,2023-01-09 04:21:34,16.27,in,A
2023-01-09 04:12:42,2023-01-09 04:13:04,16.23,in,A
2023-01-09 04:04:31,2023-01-09 04:05:04,16.19,in,A
2023-01-09 03:57:54,2023-01-09 03:58:04,16.15,in,A
2023-01-09 03:46:41,2023-01-09 03:47:04,16.11,in,A
2023-01-09 03:22:27,2023-01-09 03:22:34,16.07,in,A
2023-01-09 03:14:07,2023-01-09 03:14:34,16.04,in,A
2023-01-09 03:05:00,2023-01-09 03:05:04,16.00,in,A
2023-01-09 02:57:49,2023-01-09 02:58:04,15.96,in,A
2023-01-09 02:51:18,2023-01-09 02:51:34,15.92,in,A
2023-01-09 02:40:30,2023-01-09 02:40:34,15.88,in,A
2023-01-09 02:27:31,2023-01-09 02:28:04,15.84,in,A
2023-01-09 02:18:58,2023-01-09 02:19:04,15.80,in,A
2023-01-09 02:11:10,2023-01-09 02:11:34,15.76,in,A
2023-01-09 02:06:29,2023-01-09 02:06:34,15.72,in,A
2023-01-09 02:01:42,2023-01-09 02:02:04,15.68,in,A
2023-01-09 01:57:01,2023-01-09 01:57:34,15.64,in,A
2023-01-09 01:47:27,2023-01-09 01:47:34,15.60,in,A
2023-01-09 01:40:50,2023-01-09 01:41:04,15.56,in,A
2023-01-09 01:36:50,2023-01-09 01:37:04,15.52,in,A
2023-01-09 01:32:52,2023-01-09 01:33:04,15.48,in,A
2023-01-09 01:27:20,2023-01-09 01:27:34,15.44,in,A
2023-01-09 01:15:49,2023-01-09 01:16:04,15.40,in,A
2023-01-09 01:01:39,2023-01-09 01:02:04,15.37,in,A
2023-01-09 00:43:36,2023-01-09 00:44:04,15.33,in,A
2023-01-09 00:25:31,2023-01-09 00:26:04,15.29,in,A
2023-01-09 00:00:29,2023-01-09 00:00:34,15.25,in,A
2023-01-08 23:31:18,2023-01-08 23:31:34,15.21,in,A
2023-01-08 22:46:31,2023-01-08 22:46:34,15.17,in,A
2023-01-08 22:18:07,2023-01-08 22:18:34,15.17,in,A
2023-01-08 21:18:15,2023-01-08 21:18:34,15.13,in,A
2023-01-08 20:31:45,2023-01-08 20:32:04,15.09,in,A
2023-01-08 10:46:31,2023-01-08 10:46:34,15.05,in,A
2023-01-08 01:48:16,2023-01-08 01:48:34,15.05,in,A
2023-01-08 01:16:27,2023-01-08 01:16:34,15.01,in,A
2023-01-08 01:06:26,2023-01-08 01:06:34,14.97,in,A
2023-01-08 00:57:37,2023-01-08 00:58:04,14.93,in,A
2023-01-08 00:22:39,2023-01-08 00:23:04,14.89,in,A
2023-01-08 00:17:01,2023-01-08 00:17:34,14.85,in,A
2023-01-08 00:10:56,2023-01-08 00:11:04,14.81,in,A
2023-01-08 00:04:46,2023-01-08 00:05:04,14.77,in,A
2023-01-07 23:58:18,2023-01-07 23:58:34,14.74,in,A
2023-01-07 23:41:46,2023-01-07 23:42:04,14.70,in,A
2023-01-07 22:46:31,2023-01-07 22:46:35,14.66,in,A
2023-01-07 22:44:54,2023-01-07 22:45:04,14.66,in,A
2023-01-07 17:14:29,2023-01-07 17:14:34,14.62,in,A
2023-01-07 17:04:48,2023-01-07 17:05:04,14.58,in,A
2023-01-07 16:42:15,2023-01-07 16:42:34,14.54,in,A
2023-01-07 16:18:30,2023-01-07 16:18:34,14.50,in,A
2023-01-07 16:04:19,2023-01-07 16:04:34,14.46,in,A
2023-01-07 10:46:31,2023-01-07 10:46:35,14.42,in,A
2023-01-06 22:46:31,2023-01-06 22:46:35,14.42,in,A
2023-01-05 22:46:31,2023-01-05 22:46:35,14.42,in,A
2023-01-05 13:30:36,2023-01-05 13:31:04,14.42,in,A
2023-01-05 12:19:05,2023-01-05 12:19:34,14.38,in,A
2023-01-05 11:21:46,2023-01-05 11:22:04,14.34,in,A
2023-01-05 10:49:11,2023-01-05 10:49:34,14.30,in,A
2023-01-05 10:46:31,2023-01-05 10:46:35,14.26,in,A
2023-01-05 10:25:25,2023-01-05 10:25:34,14.26,in,A
2023-01-05 10:04:55,2023-01-05 10:05:04,14.22,in,A
2023-01-05 09:52:00,2023-01-05 09:52:04,14.18,in,A
2023-01-05 09:00:59,2023-01-05 09:01:04,14.14,in,A
2023-01-05 00:10:13,2023-01-05 00:10:34,14.10,in,A
2023-01-04 23:49:43,2023-01-04 23:50:04,14.07,in,A
2023-01-04 23:05:02,2023-01-04 23:05:34,14.03,in,A
2023-01-04 22:46:31,2023-01-04 22:46:34,13.99,in,A
2023-01-04 22:45:18,2023-01-04 22:45:34,13.99,in,A
2023-01-04 22:24:29,2023-01-04 22:24:34,13.95,in,A
2023-01-04 21:50:18,2023-01-04 21:50:35,13.91,in,A
2023-01-04 21:41:12,2023-01-04 21:41:34,13.87,in,A
2023-01-04 21:30:40,2023-01-04 21:31:04,13.83,in,A
2023-01-04 21:19:33,2023-01-04 21:20:04,13.79,in,A
2023-01-04 20:06:51,2023-01-04 20:07:04,13.75,in,A
2023-01-04 18:37:08,2023-01-04 18:37:34,13.71,in,A
2023-01-04 18:14:42,2023-01-04 18:15:04,13.67,in,A
2023-01-04 17:58:31,2023-01-04 17:59:04,13.63,in,A
2023-01-04 17:51:29,2023-01-04 17:51:34,13.59,in,A
2023-01-04 17:45:26,2023-01-04 17:45:34,13.55,in,A
2023-01-04 17:41:10,2023-01-04 17:41:34,13.51,in,A
2023-01-04 17:37:10,2023-01-04 17:37:34,13.47,in,A
2023-01-04 17:32:24,2023-01-04 17:32:34,13.44,in,A
2023-01-04 17:28:10,2023-01-04 17:28:34,13.40,in,A
2023-01-04 17:25:09,2023-01-04 17:25:34,13.36,in,A
2023-01-04 17:21:47,2023-01-04 17:22:04,13.32,in,A
2023-01-04 17:17:45,2023-01-04 17:18:04,13.28,in,A
2023-01-04 17:13:00,2023-01-04 17:13:04,13.24,in,A
2023-01-04 17:09:19,2023-01-04 17:09:34,13.20,in,A
2023-01-04 17:05:25,2023-01-04 17:05:34,13.16,in,A
2023-01-04 17:02:06,2023-01-04 17:02:34,13.12,in,A
2023-01-04 16:57:06,2023-01-04 16:57:34,13.08,in,A
2023-01-04 16:51:53,2023-01-04 16:52:04,13.04,in,A
2023-01-04 16:42:54,2023-01-04 16:43:04,13.00,in,A
2023-01-04 16:33:48,2023-01-04 16:34:04,12.96,in,A
2023-01-04 12:53:32,2023-01-04 12:54:04,12.92,in,A
2023-01-04 12:40:47,2023-01-04 12:41:04,12.88,in,A
2023-01-04 12:21:11,2023-01-04 12:21:34,12.84,in,A
2023-01-04 11:52:07,2023-01-04 11:52:34,12.80,in,A
2023-01-04 10:46:31,2023-01-04 10:46:34,12.77,in,A
2023-01-04 06:53:14,2023-01-04 06:53:34,12.77,in,A
2023-01-04 06:27:14,2023-01-04 06:27:34,12.73,in,A
2023-01-04 05:35:56,2023-01-04 05:36:04,12.69,in,A
2023-01-04 04:11:39,2023-01-04 04:12:04,12.65,in,A
2023-01-03 22:46:31,2023-01-03 22:46:34,12.61,in,A
2023-01-03 10:46:31,2023-01-03 10:46:35,12.61,in,A
2023-01-03 00:02:27,2023-01-03 00:02:34,12.61,in,A
2023-01-02 22:46:31,2023-01-02 22:46:35,12.57,in,A
2023-01-02 22:12:17,2023-01-02 22:12:34,12.57,in,A
2023-01-02 19:37:31,2023-01-02 19:38:04,12.53,in,A
2023-01-02 19:23:00,2023-01-02 19:23:04,12.49,in,A
2023-01-02 19:18:22,2023-01-02 19:18:34,12.45,in,A
2023-01-02 19:14:04,2023-01-02 19:14:34,12.41,in,A
2023-01-02 19:10:22,2023-01-02 19:10:34,12.37,in,A
2023-01-02 19:06:25,2023-01-02 19:06:34,12.33,in,A
2023-01-02 19:01:03,2023-01-02 19:01:34,12.29,in,A
2023-01-02 18:38:16,2023-01-02 18:38:34,12.25,in,A
2023-01-02 16:07:17,2023-01-02 16:07:34,12.21,in,A
2023-01-02 10:46:31,2023-01-02 10:46:35,12.17,in,A
2023-01-01 22:46:31,2023-01-01 22:46:35,12.17,in,A
2023-01-01 10:46:31,2023-01-01 10:46:35,12.17,in,A
2022-12-31 22:46:31,2022-12-31 22:46:34,12.17,in,A
2022-12-31 18:27:10,2022-12-31 18:27:34,12.17,in,A
2022-12-31 17:50:32,2022-12-31 17:51:04,12.13,in,A
2022-12-31 17:13:35,2022-12-31 17:14:04,12.10,in,A
2022-12-31 16:33:51,2022-12-31 16:34:04,12.06,in,A
2022-12-31 16:18:51,2022-12-31 16:19:04,12.02,in,A
2022-12-31 16:05:05,2022-12-31 16:05:34,11.98,in,A
2022-12-31 15:41:06,2022-12-31 15:41:34,11.94,in,A
2022-12-31 15:30:18,2022-12-31 15:30:34,11.90,in,A
2022-12-31 15:19:08,2022-12-31 15:19:34,11.86,in,A
2022-12-31 15:06:49,2022-12-31 15:07:04,11.82,in,A
2022-12-31 14:56:02,2022-12-31 14:56:34,11.78,in,A
2022-12-31 14:46:56,2022-12-31 14:47:04,11.74,in,A
2022-12-31 14:39:51,2022-12-31 14:40:04,11.70,in,A
2022-12-31 14:34:10,2022-12-31 14:34:34,11.66,in,A
2022-12-31 14:30:16,2022-12-31 14:30:34,11.62,in,A
2022-12-31 14:25:01,2022-12-31 14:25:34,11.58,in,A
2022-12-31 14:20:40,2022-12-31 14:21:04,11.54,in,A
2022-12-31 14:16:41,2022-12-31 14:17:04,11.50,in,A
2022-12-31 14:13:11,2022-12-31 14:13:34,11.46,in,A
2022-12-31 14:09:55,2022-12-31 14:10:04,11.43,in,A
2022-12-31 14:07:19,2022-12-31 14:07:34,11.39,in,A
2022-12-31 14:05:00,2022-12-31 14:05:04,11.35,in,A
2022-12-31 14:02:59,2022-12-31 14:03:04,11.31,in,A
2022-12-31 14:00:33,2022-12-31 14:01:04,11.27,in,A
2022-12-31 13:57:14,2022-12-31 13:57:34,11.23,in,A
2022-12-31 13:53:58,2022-12-31 13:54:04,11.19,in,A
2022-12-31 13:52:03,2022-12-31 13:52:34,11.15,in,A
2022-12-31 13:49:31,2022-12-31 13:50:04,11.11,in,A
2022-12-31 13:46:28,2022-12-31 13:46:34,11.07,in,A
2022-12-31 13:43:59,2022-12-31 13:44:04,11.03,in,A
2022-12-31 13:41:49,2022-12-31 13:42:04,10.99,in,A
2022-12-31 13:39:20,2022-12-31 13:39:34,10.95,in,A
2022-12-31 13:35:27,2022-12-31 13:35:34,10.91,in,A
2022-12-31 13:31:42,2022-12-31 13:32:04,10.87,in,A
2022-12-31 13:28:58,2022-12-31 13:29:04,10.83,in,A
2022-12-31 13:26:23,2022-12-31 13:26:34,10.80,in,A
2022-12-31 13:23:27,2022-12-31 13:23:34,10.76,in,A
2022-12-31 13:20:09,2022-12-31 13:20:34,10.72,in,A
2022-12-31 13:17:22,2022-12-31 13:17:34,10.68,in,A
2022-12-31 13:14:57,2022-12-31 13:15:04,10.64,in,A
2022-12-31 13:12:19,2022-12-31 13:12:35,10.60,in,A
2022-12-31 13:08:53,2022-12-31 13:09:04,10.56,in,A
2022-12-31 13:05:14,2022-12-31 13:05:34,10.52,in,A
2022-12-31 13:00:49,2022-12-31 13:01:04,10.48,in,A
2022-12-31 12:55:39,2022-12-31 12:56:04,10.44,in,A
2022-12-31 12:48:13,2022-12-31 12:48:34,10.40,in,A
2022-12-31 12:39:52,2022-12-31 12:40:04,10.36,in,A
2022-12-31 12:30:50,2022-12-31 12:31:04,10.32,in,A
2022-12-31 12:24:38,2022-12-31 12:25:04,10.28,in,A
2022-12-31 12:12:16,2022-12-31 12:12:34,10.24,in,A
2022-12-31 12:01:31,2022-12-31 12:02:04,10.20,in,A
2022-12-31 11:13:47,2022-12-31 11:14:04,10.16,in,A
2022-12-31 10:57:10,2022-12-31 10:57:34,10.13,in,A
2022-12-31 10:49:25,2022-12-31 10:49:34,10.09,in,A
2022-12-31 10:46:31,2022-12-31 10:46:34,10.05,in,A
2022-12-31 10:36:06,2022-12-31 10:36:34,10.05,in,A
2022-12-31 10:25:14,2022-12-31 10:25:34,10.01,in,A
2022-12-31 10:09:35,2022-12-31 10:10:04,9.97,in,A
2022-12-31 09:37:10,2022-12-31 09:37:34,9.93,in,A
2022-12-31 09:01:13,2022-12-31 09:01:34,9.89,in,A
2022-12-31 08:27:39,2022-12-31 08:28:04,9.85,in,A
2022-12-31 08:15:03,2022-12-31 08:15:34,9.81,in,A
2022-12-31 07:54:57,2022-12-31 07:55:04,9.77,in,A
2022-12-31 07:43:42,2022-12-31 07:44:04,9.73,in,A
2022-12-31 07:36:58,2022-12-31 07:37:04,9.69,in,A
2022-12-31 07:30:20,2022-12-31 07:30:34,9.65,in,A
2022-12-31 07:23:58,2022-12-31 07:24:04,9.61,in,A
2022-12-31 07:17:16,2022-12-31 07:17:34,9.57,in,A
2022-12-31 07:09:18,2022-12-31 07:09:34,9.53,in,A
2022-12-31 06:54:28,2022-12-31 06:54:34,9.50,in,A
2022-12-31 06:48:32,2022-12-31 06:49:04,9.46,in,A
2022-12-31 06:43:30,2022-12-31 06:43:34,9.42,in,A
2022-12-31 06:39:23,2022-12-31 06:39:34,9.38,in,A
2022-12-31 06:35:25,2022-12-31 06:35:34,9.34,in,A
2022-12-31 06:31:58,2022-12-31 06:32:04,9.30,in,A
2022-12-31 06:28:49,2022-12-31 06:29:04,9.26,in,A
2022-12-31 06:25:23,2022-12-31 06:25:34,9.22,in,A
2022-12-31 06:21:50,2022-12-31 06:22:04,9.18,in,A
2022-12-31 06:18:41,2022-12-31 06:19:04,9.14,in,A
2022-12-31 06:15:41,2022-12-31 06:16:04,9.10,in,A
2022-12-31 06:12:36,2022-12-31 06:13:04,9.06,in,A
2022-12-31 06:08:42,2022-12-31 06:09:04,9.02,in,A
2022-12-31 06:04:50,2022-12-31 06:05:04,8.98,in,A
2022-12-31 06:01:09,2022-12-31 06:01:34,8.94,in,A
2022-12-31 05:56:30,2022-12-31 05:56:34,8.90,in,A
2022-12-31 05:52:08,2022-12-31 05:52:34,8.86,in,A
2022-12-31 05:48:01,2022-12-31 05:48:34,8.83,in,A
2022-12-31 05:44:01,2022-12-31 05:44:34,8.79,in,A
2022-12-31 05:41:23,2022-12-31 05:41:34,8.75,in,A
2022-12-31 05:36:58,2022-12-31 05:37:04,8.71,in,A
2022-12-31 05:32:10,2022-12-31 05:32:34,8.67,in,A
2022-12-31 05:28:59,2022-12-31 05:29:04,8.63,in,A
2022-12-31 05:25:24,2022-12-31 05:25:34,8.59,in,A
2022-12-31 05:22:36,2022-12-31 05:23:04,8.55,in,A
2022-12-31 05:19:32,2022-12-31 05:20:04,8.51,in,A
2022-12-31 05:17:11,2022-12-31 05:17:34,8.47,in,A
2022-12-31 05:15:15,2022-12-31 05:15:34,8.43,in,A
2022-12-31 05:12:53,2022-12-31 05:13:04,8.39,in,A
2022-12-31 05:10:25,2022-12-31 05:10:34,8.35,in,A
2022-12-31 05:06:45,2022-12-31 05:07:04,8.31,in,A
2022-12-31 05:03:16,2022-12-31 05:03:34,8.27,in,A
2022-12-31 04:59:51,2022-12-31 05:00:04,8.23,in,A
2022-12-31 04:54:43,2022-12-31 04:55:04,8.19,in,A
2022-12-31 04:51:29,2022-12-31 04:51:34,8.16,in,A
2022-12-31 04:45:57,2022-12-31 04:46:50,8.12,in,A
2022-12-31 04:41:13,2022-12-31 04:46:49,8.08,in,A
2022-12-31 04:35:26,2022-12-31 04:46:48,8.04,in,A
2022-12-31 04:17:05,2022-12-31 04:17:34,8.00,in,A
2022-12-31 04:01:51,2022-12-31 04:02:04,7.96,in,A
2022-12-31 03:44:25,2022-12-31 03:44:34,7.92,in,A
2022-12-31 02:44:28,2022-12-31 02:44:34,7.88,in,A
2022-12-31 02:09:34,2022-12-31 02:10:04,7.84,in,A
2022-12-31 01:27:12,2022-12-31 01:27:35,7.80,in,A
2022-12-31 00:29:25,2022-12-31 00:29:34,7.76,in,A
2022-12-31 00:10:45,2022-12-31 00:11:04,7.72,in,A
2022-12-30 23:09:21,2022-12-30 23:09:34,7.68,in,A
2022-12-30 22:46:31,2022-12-30 22:46:35,7.64,in,A
2022-12-30 18:22:07,2022-12-30 18:22:34,7.64,in,A
2022-12-30 16:13:41,2022-12-30 16:14:04,7.60,in,A
2022-12-30 10:46:31,2022-12-30 10:46:35,7.56,in,A
2022-12-30 10:33:03,2022-12-30 10:33:34,7.56,in,A
2022-12-30 09:42:06,2022-12-30 09:42:34,7.53,in,A
2022-12-30 08:48:11,2022-12-30 08:48:34,7.49,in,A
2022-12-30 08:02:44,2022-12-30 08:03:04,7.45,in,A
2022-12-30 07:13:11,2022-12-30 07:13:34,7.41,in,A
2022-12-30 04:54:28,2022-12-30 04:54:40,7.37,in,A
2022-12-30 02:08:01,2022-12-30 02:08:34,7.33,in,A
2022-12-30 01:41:05,2022-12-30 01:41:34,7.29,in,A
2022-12-30 01:22:37,2022-12-30 01:23:04,7.25,in,A
2022-12-30 00:51:04,2022-12-30 00:51:34,7.21,in,A
2022-12-29 22:46:31,2022-12-29 22:46:35,7.17,in,A
2022-12-29 20:55:37,2022-12-29 20:56:04,7.17,in,A
2022-12-29 19:20:47,2022-12-29 19:21:04,7.13,in,A
2022-12-29 18:47:00,2022-12-29 18:47:04,7.09,in,A
