Reading,Receive,Value,Unit,Data Quality
2023-01-16 00:38:49,2023-01-16 00:39:30,57.76,in.,A
2023-01-16 00:32:36,2023-01-16 00:33:30,57.72,in.,A
2023-01-16 00:25:49,2023-01-16 00:26:35,57.68,in.,A
2023-01-16 00:19:14,2023-01-16 00:20:24,57.64,in.,A
2023-01-16 00:05:08,2023-01-16 00:06:25,57.60,in.,A
2023-01-15 23:39:57,2023-01-15 23:40:24,57.56,in.,A
2023-01-15 23:29:13,2023-01-15 23:30:18,57.52,in.,A
2023-01-15 23:16:50,2023-01-15 23:17:35,57.48,in.,A
2023-01-15 23:01:06,2023-01-15 23:02:18,57.44,in.,A
2023-01-15 22:41:18,2023-01-15 22:42:35,57.40,in.,A
2023-01-15 22:21:05,2023-01-15 22:22:40,57.37,in.,A
2023-01-15 22:02:36,2023-01-15 22:03:35,57.33,in.,A
2023-01-15 21:36:28,2023-01-15 21:37:30,57.29,in.,A
2023-01-15 21:11:15,2023-01-15 21:12:30,57.25,in.,A
2023-01-15 20:02:38,2023-01-15 20:03:40,57.21,in.,A
2023-01-15 18:07:23,2023-01-15 18:08:35,57.17,in.,A
2023-01-15 17:43:15,2023-01-15 17:44:40,57.13,in.,A
2023-01-15 17:23:24,2023-01-15 17:24:40,57.09,in.,A
2023-01-15 16:55:43,2023-01-15 16:56:40,57.05,in.,A
2023-01-15 16:33:33,2023-01-15 16:34:40,57.01,in.,A
2023-01-15 16:16:41,2023-01-15 16:17:40,56.97,in.,A
2023-01-15 15:47:18,2023-01-15 15:48:45,56.93,in.,A
2023-01-15 15:12:03,2023-01-15 15:13:40,56.89,in.,A
2023-01-15 14:53:29,2023-01-15 14:54:30,56.85,in.,A
2023-01-15 14:45:03,2023-01-15 14:46:30,56.81,in.,A
2023-01-15 14:40:48,2023-01-15 14:41:35,56.77,in.,A
2023-01-15 14:35:00,2023-01-15 14:35:35,56.74,in.,A
2023-01-15 12:18:26,2023-01-15 12:19:45,56.70,in.,A
2023-01-15 06:52:24,2023-01-15 06:53:30,56.66,in.,A
2023-01-15 06:45:43,2023-01-15 06:46:25,56.62,in.,A
2023-01-15 02:35:03,2023-01-15 02:35:30,56.58,in.,A
2023-01-14 22:43:04,2023-01-14 22:44:35,56.58,in.,A
2023-01-14 19:51:29,2023-01-14 19:52:35,56.54,in.,A
2023-01-14 19:45:16,2023-01-14 19:46:25,56.50,in.,A
2023-01-14 19:42:46,2023-01-14 19:43:25,56.46,in.,A
2023-01-14 19:40:00,2023-01-14 19:40:45,56.42,in.,A
2023-01-14 19:36:54,2023-01-14 19:37:30,56.38,in.,A
2023-01-14 19:32:31,2023-01-14 19:33:40,56.34,in.,A
2023-01-14 19:15:25,2023-01-14 19:16:30,56.30,in.,A
2023-01-14 17:32:10,2023-01-14 17:33:30,56.26,in.,A
2023-01-14 15:46:34,2023-01-14 15:47:35,56.22,in.,A
2023-01-14 14:35:03,2023-01-14 14:35:35,56.18,in.,A
2023-01-14 12:04:25,2023-01-14 12:05:18,56.18,in.,A
2023-01-14 12:01:17,2023-01-14 12:02:45,56.14,in.,A
2023-01-14 11:48:04,2023-01-14 11:49:18,56.10,in.,A
2023-01-14 11:42:36,2023-01-14 11:43:24,56.07,in.,A
2023-01-14 11:40:22,2023-01-14 11:41:25,56.03,in.,A
2023-01-14 11:38:11,2023-01-14 11:39:18,55.99,in.,A
2023-01-14 11:36:23,2023-01-14 11:37:18,55.95,in.,A
2023-01-14 11:35:21,2023-01-14 11:36:30,55.91,in.,A
2023-01-14 11:34:02,2023-01-14 11:34:35,55.87,in.,A
2023-01-14 11:31:23,2023-01-14 11:32:45,55.83,in.,A
2023-01-14 11:27:18,2023-01-14 11:28:35,55.79,in.,A
2023-01-14 11:24:45,2023-01-14 11:25:18,55.75,in.,A
2023-01-14 11:20:15,2023-01-14 11:21:18,55.71,in.,A
2023-01-14 11:17:02,2023-01-14 11:17:18,55.67,in.,A
2023-01-14 11:14:02,2023-01-14 11:14:35,55.63,in.,A
2023-01-14 11:11:13,2023-01-14 11:12:40,55.59,in.,A
2023-01-14 11:09:23,2023-01-14 11:10:35,55.55,in.,A
2023-01-14 11:07:28,2023-01-14 11:08:40,55.51,in.,A
2023-01-14 11:06:09,2023-01-14 11:07:18,55.47,in.,A
2023-01-14 11:04:16,2023-01-14 11:05:18,55.43,in.,A
2023-01-14 11:01:52,2023-01-14 11:02:35,55.40,in.,A
2023-01-14 10:57:20,2023-01-14 10:58:35,55.36,in.,A
2023-01-14 10:54:46,2023-01-14 10:55:35,55.32,in.,A
2023-01-14 10:51:50,2023-01-14 10:52:45,55.28,in.,A
2023-01-14 10:49:13,2023-01-14 10:50:35,55.24,in.,A
2023-01-14 10:46:38,2023-01-14 10:47:25,55.20,in.,A
2023-01-14 10:43:33,2023-01-14 10:44:35,55.16,in.,A
2023-01-14 10:41:20,2023-01-14 10:42:35,55.12,in.,A
2023-01-14 10:38:40,2023-01-14 10:39:35,55.08,in.,A
2023-01-14 10:35:25,2023-01-14 10:36:40,55.04,in.,A
2023-01-14 10:30:56,2023-01-14 10:31:45,55.00,in.,A
2023-01-14 10:28:09,2023-01-14 10:29:30,54.96,in.,A
2023-01-14 10:22:32,2023-01-14 10:23:35,54.92,in.,A
2023-01-14 10:14:24,2023-01-14 10:15:45,54.88,in.,A
2023-01-14 10:09:52,2023-01-14 10:10:40,54.84,in.,A
2023-01-14 10:07:09,2023-01-14 10:08:40,54.80,in.,A
2023-01-14 10:04:49,2023-01-14 10:05:40,54.77,in.,A
2023-01-14 10:01:46,2023-01-14 10:02:30,54.73,in.,A
2023-01-14 09:58:30,2023-01-14 09:59:40,54.69,in.,A
2023-01-14 09:55:01,2023-01-14 09:55:35,54.65,in.,A
2023-01-14 09:52:10,2023-01-14 09:53:35,54.61,in.,A
2023-01-14 09:49:24,2023-01-14 09:50:45,54.57,in.,A
2023-01-14 09:46:42,2023-01-14 09:47:30,54.53,in.,A
2023-01-14 09:43:52,2023-01-14 09:44:30,54.49,in.,A
2023-01-14 09:38:21,2023-01-14 09:39:35,54.45,in.,A
2023-01-14 09:28:18,2023-01-14 09:29:25,54.41,in.,A
2023-01-14 09:21:40,2023-01-14 09:22:35,54.37,in.,A
2023-01-14 09:17:20,2023-01-14 09:18:40,54.33,in.,A
2023-01-14 09:14:35,2023-01-14 09:15:35,54.29,in.,A
2023-01-14 09:11:25,2023-01-14 09:12:30,54.25,in.,A
2023-01-14 09:06:57,2023-01-14 09:07:40,54.21,in.,A
2023-01-14 09:03:23,2023-01-14 09:04:40,54.17,in.,A
2023-01-14 08:58:56,2023-01-14 08:59:30,54.13,in.,A
2023-01-14 08:54:32,2023-01-14 08:55:35,54.10,in.,A
2023-01-14 08:51:12,2023-01-14 08:52:40,54.06,in.,A
2023-01-14 08:46:41,2023-01-14 08:47:35,54.02,in.,A
2023-01-14 08:44:20,2023-01-14 08:45:35,53.98,in.,A
2023-01-14 08:41:03,2023-01-14 08:42:35,53.94,in.,A
2023-01-14 08:35:34,2023-01-14 08:36:40,53.90,in.,A
2023-01-14 08:31:11,2023-01-14 08:32:30,53.86,in.,A
2023-01-14 08:28:20,2023-01-14 08:29:50,53.82,in.,A
2023-01-14 08:22:26,2023-01-14 08:23:30,53.78,in.,A
2023-01-14 08:17:44,2023-01-14 08:18:45,53.74,in.,A
2023-01-14 08:13:43,2023-01-14 08:14:30,53.70,in.,A
2023-01-14 08:11:05,2023-01-14 08:12:30,53.66,in.,A
2023-01-14 08:06:27,2023-01-14 08:07:30,53.62,in.,A
2023-01-14 08:00:01,2023-01-14 08:00:35,53.58,in.,A
2023-01-14 07:57:52,2023-01-14 07:58:35,53.54,in.,A
2023-01-14 07:53:17,2023-01-14 07:54:30,53.50,in.,A
2023-01-14 07:49:23,2023-01-14 07:50:18,53.46,in.,A
2023-01-14 07:45:03,2023-01-14 07:46:18,53.43,in.,A
2023-01-14 07:37:58,2023-01-14 07:38:30,53.39,in.,A
2023-01-14 07:27:55,2023-01-14 07:28:30,53.35,in.,A
2023-01-14 07:22:15,2023-01-14 07:23:40,53.31,in.,A
2023-01-14 07:15:46,2023-01-14 07:16:30,53.27,in.,A
2023-01-14 07:09:19,2023-01-14 07:10:18,53.23,in.,A
2023-01-14 07:03:31,2023-01-14 07:04:18,53.19,in.,A
2023-01-14 06:54:40,2023-01-14 06:55:35,53.15,in.,A
2023-01-14 06:46:58,2023-01-14 06:47:40,53.11,in.,A
2023-01-14 06:39:14,2023-01-14 06:40:18,53.07,in.,A
2023-01-14 06:31:00,2023-01-14 06:31:25,53.03,in.,A
2023-01-14 06:24:41,2023-01-14 06:25:40,52.99,in.,A
2023-01-14 06:08:14,2023-01-14 06:09:40,52.95,in.,A
2023-01-14 05:58:28,2023-01-14 05:59:35,52.91,in.,A
2023-01-14 05:50:01,2023-01-14 05:50:35,52.87,in.,A
2023-01-14 05:44:13,2023-01-14 05:45:40,52.83,in.,A
2023-01-14 05:36:15,2023-01-14 05:37:40,52.80,in.,A
2023-01-14 05:28:43,2023-01-14 05:29:30,52.76,in.,A
2023-01-14 05:21:18,2023-01-14 05:22:30,52.72,in.,A
2023-01-14 05:11:42,2023-01-14 05:12:40,52.68,in.,A
2023-01-14 05:03:24,2023-01-14 05:04:50,52.64,in.,A
2023-01-14 04:51:05,2023-01-14 04:52:35,52.60,in.,A
2023-01-14 04:30:48,2023-01-14 04:31:45,52.56,in.,A
2023-01-14 04:18:02,2023-01-14 04:18:30,52.52,in.,A
2023-01-14 04:04:35,2023-01-14 04:05:18,52.48,in.,A
2023-01-14 03:56:59,2023-01-14 03:57:35,52.44,in.,A
2023-01-14 03:48:52,2023-01-14 03:49:40,52.40,in.,A
2023-01-14 03:23:52,2023-01-14 03:24:30,52.36,in.,A
2023-01-14 02:58:57,2023-01-14 02:59:30,52.32,in.,A
2023-01-14 02:36:05,2023-01-14 02:37:30,52.28,in.,A
2023-01-14 02:35:03,2023-01-14 02:35:18,52.24,in.,A
2023-01-14 02:18:23,2023-01-14 02:19:18,52.24,in.,A
2023-01-14 01:25:56,2023-01-14 01:26:45,52.20,in.,A
2023-01-14 00:56:35,2023-01-14 00:57:18,52.16,in.,A
2023-01-14 00:43:15,2023-01-14 00:44:40,52.13,in.,A
2023-01-14 00:02:39,2023-01-14 00:03:30,52.09,in.,A
2023-01-13 23:50:06,2023-01-13 23:51:35,52.05,in.,A
2023-01-13 23:09:05,2023-01-13 23:10:35,52.01,in.,A
2023-01-13 22:18:14,2023-01-13 22:19:40,51.97,in.,A
2023-01-13 20:27:10,2023-01-13 20:28:18,51.93,in.,A
2023-01-13 20:05:14,2023-01-13 20:06:18,51.89,in.,A
2023-01-13 19:36:39,2023-01-13 19:37:30,51.85,in.,A
2023-01-13 19:25:00,2023-01-13 19:25:25,51.81,in.,A
2023-01-13 18:41:28,2023-01-13 18:42:35,51.77,in.,A
2023-01-13 18:26:43,2023-01-13 18:27:40,51.73,in.,A
2023-01-13 17:58:36,2023-01-13 17:59:30,51.69,in.,A
2023-01-13 17:11:55,2023-01-13 17:12:45,51.65,in.,A
2023-01-13 16:24:53,2023-01-13 16:25:25,51.61,in.,A
2023-01-13 14:35:50,2023-01-13 14:36:35,51.57,in.,A
2023-01-13 14:35:03,2023-01-13 14:35:35,51.53,in.,A
2023-01-13 14:10:13,2023-01-13 14:11:40,51.53,in.,A
2023-01-13 13:54:02,2023-01-13 13:54:40,51.49,in.,A
2023-01-13 13:25:25,2023-01-13 13:26:35,51.46,in.,A
2023-01-13 13:07:24,2023-01-13 13:08:40,51.42,in.,A
2023-01-13 12:44:04,2023-01-13 12:45:35,51.38,in.,A
2023-01-13 12:06:18,2023-01-13 12:07:40,51.34,in.,A
2023-01-13 11:53:54,2023-01-13 11:54:35,51.30,in.,A
2023-01-13 11:48:42,2023-01-13 11:50:18,51.26,in.,A
2023-01-13 11:33:02,2023-01-13 11:33:35,51.22,in.,A
2023-01-13 11:28:56,2023-01-13 11:29:30,51.18,in.,A
2023-01-13 11:25:12,2023-01-13 11:26:30,51.14,in.,A
2023-01-13 11:16:02,2023-01-13 11:16:30,51.10,in.,A
2023-01-13 10:40:16,2023-01-13 10:41:30,51.06,in.,A
2023-01-13 10:24:09,2023-01-13 10:25:35,51.02,in.,A
2023-01-13 09:59:33,2023-01-13 10:00:24,50.98,in.,A
2023-01-13 09:33:04,2023-01-13 09:34:35,50.94,in.,A
2023-01-13 09:29:04,2023-01-13 09:30:30,50.90,in.,A
2023-01-13 09:27:34,2023-01-13 09:28:30,50.86,in.,A
2023-01-13 08:56:19,2023-01-13 08:57:35,50.83,in.,A
2023-01-13 08:35:17,2023-01-13 08:36:40,50.79,in.,A
2023-01-13 08:24:57,2023-01-13 08:25:50,50.75,in.,A
2023-01-13 08:16:40,2023-01-13 08:17:45,50.71,in.,A
2023-01-13 08:11:34,2023-01-13 08:12:30,50.67,in.,A
2023-01-13 08:08:31,2023-01-13 08:09:35,50.63,in.,A
2023-01-13 02:35:03,2023-01-13 02:35:35,50.59,in.,A
2023-01-12 14:35:03,2023-01-12 14:35:30,50.59,in.,A
2023-01-12 05:08:35,2023-01-12 05:09:35,50.59,in.,A
2023-01-12 02:35:03,2023-01-12 02:35:50,50.55,in.,A
2023-01-11 17:05:25,2023-01-11 17:06:30,50.55,in.,A
2023-01-11 16:41:44,2023-01-11 16:42:40,50.51,in.,A
2023-01-11 16:02:00,2023-01-11 16:02:18,50.47,in.,A
2023-01-11 15:27:00,2023-01-11 15:27:45,50.43,in.,A
2023-01-11 14:54:36,2023-01-11 14:55:45,50.39,in.,A
2023-01-11 14:41:56,2023-01-11 14:42:40,50.35,in.,A
2023-01-11 14:35:03,2023-01-11 14:35:35,50.31,in.,A
2023-01-11 14:24:59,2023-01-11 14:25:25,50.31,in.,A
2023-01-11 14:09:09,2023-01-11 14:10:40,50.27,in.,A
2023-01-11 13:48:53,2023-01-11 13:49:35,50.23,in.,A
2023-01-11 13:22:09,2023-01-11 13:23:18,50.19,in.,A
2023-01-11 12:50:04,2023-01-11 12:51:18,50.16,in.,A
2023-01-11 12:33:16,2023-01-11 12:34:30,50.12,in.,A
2023-01-11 12:18:40,2023-01-11 12:19:18,50.08,in.,A
2023-01-11 11:59:23,2023-01-11 12:00:25,50.04,in.,A
2023-01-11 11:31:15,2023-01-11 11:32:40,50.00,in.,A
2023-01-11 10:59:21,2023-01-11 11:01:30,49.96,in.,A
2023-01-11 10:32:12,2023-01-11 10:33:55,49.92,in.,A
2023-01-11 09:46:12,2023-01-11 09:47:35,49.88,in.,A
2023-01-11 08:13:39,2023-01-11 08:14:18,49.84,in.,A
2023-01-11 06:56:33,2023-01-11 06:57:40,49.80,in.,A
2023-01-11 02:42:13,2023-01-11 02:43:18,49.76,in.,A
2023-01-11 02:35:03,2023-01-11 02:35:18,49.72,in.,A
2023-01-10 16:27:30,2023-01-10 16:28:40,49.72,in.,A
2023-01-10 14:35:03,2023-01-10 14:35:40,49.68,in.,A
2023-01-10 11:51:51,2023-01-10 11:52:24,49.68,in.,A
2023-01-10 11:45:00,2023-01-10 11:45:30,49.64,in.,A
2023-01-10 11:37:57,2023-01-10 11:38:24,49.60,in.,A
2023-01-10 11:31:33,2023-01-10 11:32:24,49.56,in.,A
2023-01-10 11:27:28,2023-01-10 11:28:24,49.52,in.,A
2023-01-10 09:44:38,2023-01-10 09:45:30,49.49,in.,A
2023-01-10 09:31:02,2023-01-10 09:31:25,49.45,in.,A
2023-01-10 09:25:55,2023-01-10 09:26:40,49.41,in.,A
2023-01-10 09:22:46,2023-01-10 09:23:45,49.37,in.,A
2023-01-10 07:19:15,2023-01-10 07:20:40,49.33,in.,A
2023-01-10 05:46:58,2023-01-10 05:47:24,49.29,in.,A
2023-01-10 04:23:59,2023-01-10 04:24:40,49.25,in.,A
2023-01-10 03:31:05,2023-01-10 03:32:40,49.21,in.,A
2023-01-10 03:00:29,2023-01-10 03:01:45,49.17,in.,A
2023-01-10 02:57:24,2023-01-10 02:58:45,49.13,in.,A
2023-01-10 02:53:43,2023-01-10 02:54:45,49.09,in.,A
2023-01-10 02:49:13,2023-01-10 02:50:30,49.05,in.,A
2023-01-10 02:46:26,2023-01-10 02:47:30,49.01,in.,A
2023-01-10 02:42:02,2023-01-10 02:42:40,48.97,in.,A
2023-01-10 02:39:41,2023-01-10 02:40:35,48.93,in.,A
2023-01-10 02:35:03,2023-01-10 02:35:35,48.89,in.,A
2023-01-10 02:15:34,2023-01-10 02:16:30,48.89,in.,A
2023-01-10 00:56:46,2023-01-10 00:57:40,48.86,in.,A
2023-01-10 00:09:57,2023-01-10 00:10:18,48.82,in.,A
2023-01-09 23:03:05,2023-01-09 23:04:35,48.78,in.,A
2023-01-09 21:43:06,2023-01-09 21:44:25,48.74,in.,A
2023-01-09 20:30:25,2023-01-09 20:31:25,48.70,in.,A
2023-01-09 18:56:40,2023-01-09 18:57:18,48.66,in.,A
2023-01-09 18:12:01,2023-01-09 18:12:45,48.62,in.,A
2023-01-09 17:10:00,2023-01-09 17:10:35,48.58,in.,A
2023-01-09 16:37:19,2023-01-09 16:38:45,48.54,in.,A
2023-01-09 16:11:40,2023-01-09 16:12:45,48.50,in.,A
2023-01-09 15:13:11,2023-01-09 15:14:18,48.46,in.,A
2023-01-09 14:54:45,2023-01-09 14:55:45,48.42,in.,A
2023-01-09 14:34:32,2023-01-09 14:35:40,48.38,in.,A
2023-01-09 14:14:43,2023-01-09 14:15:35,48.34,in.,A
2023-01-09 14:01:34,2023-01-09 14:02:35,48.30,in.,A
2023-01-09 13:53:42,2023-01-09 13:54:18,48.26,in.,A
2023-01-09 13:41:19,2023-01-09 13:42:18,48.22,in.,A
2023-01-09 13:30:38,2023-01-09 13:31:45,48.19,in.,A
2023-01-09 13:15:08,2023-01-09 13:16:35,48.15,in.,A
2023-01-09 13:10:05,2023-01-09 13:11:35,48.11,in.,A
2023-01-09 13:02:36,2023-01-09 13:03:30,48.07,in.,A
2023-01-09 12:55:37,2023-01-09 12:56:45,48.03,in.,A
2023-01-09 12:46:03,2023-01-09 12:47:40,47.99,in.,A
2023-01-09 12:37:34,2023-01-09 12:38:40,47.95,in.,A
2023-01-09 12:26:20,2023-01-09 12:27:30,47.91,in.,A
2023-01-09 12:19:25,2023-01-09 12:20:45,47.87,in.,A
2023-01-09 12:06:59,2023-01-09 12:07:30,47.83,in.,A
2023-01-09 11:49:11,2023-01-09 11:50:30,47.79,in.,A
2023-01-09 11:32:57,2023-01-09 11:33:35,47.75,in.,A
2023-01-09 11:08:03,2023-01-09 11:09:35,47.71,in.,A
2023-01-09 10:48:49,2023-01-09 10:49:40,47.67,in.,A
2023-01-09 10:35:51,2023-01-09 10:36:30,47.63,in.,A
2023-01-09 10:26:54,2023-01-09 10:27:30,47.59,in.,A
2023-01-09 10:14:36,2023-01-09 10:15:18,47.55,in.,A
2023-01-09 10:06:14,2023-01-09 10:07:30,47.52,in.,A
2023-01-09 09:56:33,2023-01-09 09:57:30,47.48,in.,A
2023-01-09 09:49:13,2023-01-09 09:50:35,47.44,in.,A
2023-01-09 09:43:39,2023-01-09 09:44:30,47.40,in.,A
2023-01-09 09:39:37,2023-01-09 09:40:30,47.36,in.,A
2023-01-09 09:35:33,2023-01-09 09:36:40,47.32,in.,A
2023-01-09 09:29:29,2023-01-09 09:30:40,47.28,in.,A
2023-01-09 09:24:32,2023-01-09 09:25:25,47.24,in.,A
2023-01-09 09:17:40,2023-01-09 09:18:30,47.20,in.,A
2023-01-09 09:12:58,2023-01-09 09:13:18,47.16,in.,A
2023-01-09 09:05:04,2023-01-09 09:06:30,47.12,in.,A
2023-01-09 08:59:35,2023-01-09 09:00:40,47.08,in.,A
2023-01-09 08:54:22,2023-01-09 08:55:18,47.04,in.,A
2023-01-09 08:47:08,2023-01-09 08:48:30,47.00,in.,A
2023-01-09 08:42:05,2023-01-09 08:43:18,46.96,in.,A
2023-01-09 08:38:20,2023-01-09 08:39:18,46.92,in.,A
2023-01-09 08:34:17,2023-01-09 08:35:18,46.89,in.,A
2023-01-09 08:29:20,2023-01-09 08:30:40,46.85,in.,A
2023-01-09 08:25:52,2023-01-09 08:26:30,46.81,in.,A
2023-01-09 08:21:56,2023-01-09 08:22:40,46.77,in.,A
2023-01-09 08:19:12,2023-01-09 08:20:40,46.73,in.,A
2023-01-09 08:16:26,2023-01-09 08:17:35,46.69,in.,A
2023-01-09 08:14:07,2023-01-09 08:15:30,46.65,in.,A
2023-01-09 08:11:46,2023-01-09 08:12:35,46.61,in.,A
2023-01-09 08:09:04,2023-01-09 08:10:35,46.57,in.,A
2023-01-09 08:06:34,2023-01-09 08:07:40,46.53,in.,A
2023-01-09 08:04:27,2023-01-09 08:05:35,46.49,in.,A
2023-01-09 08:02:46,2023-01-09 08:03:30,46.45,in.,A
2023-01-09 08:01:13,2023-01-09 08:02:35,46.41,in.,A
2023-01-09 07:59:11,2023-01-09 08:00:35,46.37,in.,A
2023-01-09 07:56:57,2023-01-09 07:57:25,46.33,in.,A
2023-01-09 07:54:49,2023-01-09 07:55:30,46.29,in.,A
2023-01-09 07:52:45,2023-01-09 07:53:30,46.25,in.,A
2023-01-09 07:50:26,2023-01-09 07:51:35,46.22,in.,A
2023-01-09 07:47:53,2023-01-09 07:48:30,46.18,in.,A
2023-01-09 07:45:26,2023-01-09 07:46:30,46.14,in.,A
2023-01-09 07:42:46,2023-01-09 07:43:30,46.10,in.,A
2023-01-09 07:40:01,2023-01-09 07:40:31,46.06,in.,A
2023-01-09 07:37:38,2023-01-09 07:38:30,46.02,in.,A
2023-01-09 07:35:23,2023-01-09 07:36:30,45.98,in.,A
2023-01-09 07:32:20,2023-01-09 07:33:18,45.94,in.,A
2023-01-09 07:29:36,2023-01-09 07:30:30,45.90,in.,A
2023-01-09 07:27:07,2023-01-09 07:28:35,45.86,in.,A
2023-01-09 07:24:37,2023-01-09 07:25:30,45.82,in.,A
2023-01-09 07:21:29,2023-01-09 07:22:35,45.78,in.,A
2023-01-09 07:18:41,2023-01-09 07:19:35,45.74,in.,A
2023-01-09 07:17:02,2023-01-09 07:17:40,45.70,in.,A
2023-01-09 07:15:24,2023-01-09 07:16:30,45.66,in.,A
2023-01-09 07:13:08,2023-01-09 07:14:30,45.62,in.,A
2023-01-09 07:11:25,2023-01-09 07:12:30,45.58,in.,A
2023-01-09 07:09:21,2023-01-09 07:10:25,45.55,in.,A
2023-01-09 07:07:49,2023-01-09 07:08:30,45.51,in.,A
2023-01-09 07:04:54,2023-01-09 07:05:35,45.47,in.,A
2023-01-09 07:02:06,2023-01-09 07:03:35,45.43,in.,A
2023-01-09 06:58:08,2023-01-09 06:59:35,45.39,in.,A
2023-01-09 06:55:11,2023-01-09 06:56:35,45.35,in.,A
2023-01-09 06:53:30,2023-01-09 06:54:35,45.31,in.,A
2023-01-09 06:52:26,2023-01-09 06:53:35,45.27,in.,A
2023-01-09 06:49:44,2023-01-09 06:50:35,45.23,in.,A
2023-01-09 06:47:02,2023-01-09 06:47:35,45.19,in.,A
2023-01-09 06:44:14,2023-01-09 06:45:35,45.15,in.,A
2023-01-09 06:41:44,2023-01-09 06:42:35,45.11,in.,A
2023-01-09 06:37:51,2023-01-09 06:38:40,45.07,in.,A
2023-01-09 06:34:59,2023-01-09 06:35:30,45.03,in.,A
2023-01-09 06:32:28,2023-01-09 06:33:30,44.99,in.,A
2023-01-09 06:30:57,2023-01-09 06:31:30,44.95,in.,A
2023-01-09 06:28:49,2023-01-09 06:29:30,44.92,in.,A
2023-01-09 06:26:18,2023-01-09 06:27:35,44.88,in.,A
2023-01-09 06:23:07,2023-01-09 06:24:35,44.84,in.,A
2023-01-09 06:21:06,2023-01-09 06:22:35,44.80,in.,A
2023-01-09 06:18:18,2023-01-09 06:19:35,44.76,in.,A
2023-01-09 06:15:38,2023-01-09 06:16:35,44.72,in.,A
2023-01-09 06:12:48,2023-01-09 06:13:35,44.68,in.,A
2023-01-09 06:10:40,2023-01-09 06:11:35,44.64,in.,A
