Reading,Receive,Value,Unit,Data Quality
2023-01-15 20:52:29,2023-01-15 20:52:45,40.29,in,A
2023-01-15 20:44:53,2023-01-15 20:45:05,40.28,in,A
2023-01-15 20:36:18,2023-01-15 20:36:25,40.27,in,A
2023-01-15 20:20:42,2023-01-15 20:20:45,40.26,in,A
2023-01-15 20:09:49,2023-01-15 20:10:05,40.25,in,A
2023-01-15 20:02:55,2023-01-15 20:03:05,40.24,in,A
2023-01-15 19:58:03,2023-01-15 19:58:25,40.23,in,A
2023-01-15 19:20:55,2023-01-15 19:21:05,40.22,in,A
2023-01-15 19:10:14,2023-01-15 19:10:25,40.21,in,A
2023-01-15 19:06:22,2023-01-15 19:06:25,40.20,in,A
2023-01-15 19:02:11,2023-01-15 19:02:25,40.19,in,A
2023-01-15 18:46:26,2023-01-15 18:46:45,40.18,in,A
2023-01-15 18:25:20,2023-01-15 18:25:25,40.17,in,A
2023-01-15 18:19:53,2023-01-15 18:20:05,40.16,in,A
2023-01-15 18:14:09,2023-01-15 18:14:25,40.15,in,A
2023-01-15 18:06:29,2023-01-15 18:06:45,40.14,in,A
2023-01-15 17:50:35,2023-01-15 17:50:45,40.13,in,A
2023-01-15 17:13:32,2023-01-15 17:13:45,40.12,in,A
2023-01-15 17:01:43,2023-01-15 17:02:05,40.10,in,A
2023-01-15 16:59:17,2023-01-15 16:59:25,40.09,in,A
2023-01-15 16:55:01,2023-01-15 16:55:05,40.07,in,A
2023-01-15 16:53:02,2023-01-15 16:53:05,40.06,in,A
2023-01-15 16:50:52,2023-01-15 16:51:05,40.05,in,A
2023-01-15 16:48:04,2023-01-15 16:48:25,40.04,in,A
2023-01-15 16:46:16,2023-01-15 16:46:25,40.03,in,A
2023-01-15 16:42:39,2023-01-15 16:42:45,40.02,in,A
2023-01-15 16:39:22,2023-01-15 16:39:25,40.01,in,A
2023-01-15 15:56:01,2023-01-15 15:56:05,39.92,in,A
2023-01-15 15:43:07,2023-01-15 15:43:25,39.91,in,A
2023-01-15 15:16:14,2023-01-15 15:16:25,39.90,in,A
2023-01-15 00:44:06,2023-01-15 00:44:25,39.89,in,A
2023-01-14 23:44:57,2023-01-14 23:45:05,39.89,in,A
2023-01-14 23:33:49,2023-01-14 23:34:05,39.88,in,A
2023-01-14 19:51:51,2023-01-14 19:52:05,39.87,in,A
2023-01-14 19:49:38,2023-01-14 19:49:45,39.86,in,A
2023-01-14 19:48:38,2023-01-14 19:48:45,39.85,in,A
2023-01-14 19:47:39,2023-01-14 19:47:45,39.84,in,A
2023-01-14 19:34:07,2023-01-14 19:34:25,39.83,in,A
2023-01-14 19:28:13,2023-01-14 19:28:25,39.82,in,A
2023-01-14 19:23:35,2023-01-14 19:23:45,39.81,in,A
2023-01-14 19:13:33,2023-01-14 19:13:45,39.80,in,A
2023-01-14 19:05:18,2023-01-14 19:05:25,39.79,in,A
2023-01-14 18:59:54,2023-01-14 19:00:05,39.78,in,A
2023-01-14 18:56:41,2023-01-14 18:56:45,39.77,in,A
2023-01-14 18:55:02,2023-01-14 18:55:05,39.76,in,A
2023-01-14 18:52:42,2023-01-14 18:52:45,39.75,in,A
2023-01-14 18:50:55,2023-01-14 18:51:05,39.74,in,A
2023-01-14 18:40:13,2023-01-14 18:40:25,39.73,in,A
2023-01-14 18:27:13,2023-01-14 18:27:25,39.72,in,A
2023-01-14 18:20:37,2023-01-14 18:20:45,39.71,in,A
2023-01-14 17:18:58,2023-01-14 17:19:05,39.70,in,A
2023-01-14 16:54:45,2023-01-14 16:55:05,39.69,in,A
2023-01-14 16:40:17,2023-01-14 16:40:25,39.68,in,A
2023-01-14 15:42:05,2023-01-14 15:42:25,39.60,in,A
2023-01-14 15:34:13,2023-01-14 15:34:25,39.59,in,A
2023-01-14 15:30:53,2023-01-14 15:31:05,39.58,in,A
2023-01-14 15:29:27,2023-01-14 15:29:45,39.57,in,A
2023-01-14 15:24:55,2023-01-14 15:25:05,39.56,in,A
2023-01-14 15:21:28,2023-01-14 15:21:45,39.55,in,A
2023-01-14 15:17:55,2023-01-14 15:18:05,39.54,in,A
2023-01-14 15:15:03,2023-01-14 15:15:25,39.53,in,A
2023-01-14 15:11:50,2023-01-14 15:12:05,39.52,in,A
2023-01-14 15:08:06,2023-01-14 15:08:25,39.51,in,A
2023-01-14 14:58:54,2023-01-14 14:59:05,39.50,in,A
2023-01-14 14:55:39,2023-01-14 14:55:45,39.49,in,A
2023-01-14 14:53:35,2023-01-14 14:53:45,39.48,in,A
2023-01-14 14:52:12,2023-01-14 14:52:25,39.47,in,A
2023-01-14 14:48:08,2023-01-14 14:48:25,39.45,in,A
2023-01-14 14:45:26,2023-01-14 14:45:45,39.41,in,A
2023-01-14 14:44:26,2023-01-14 14:44:45,39.40,in,A
2023-01-14 14:43:26,2023-01-14 14:43:45,39.39,in,A
2023-01-14 14:42:27,2023-01-14 14:42:45,39.38,in,A
2023-01-14 14:40:35,2023-01-14 14:40:45,39.35,in,A
2023-01-14 14:39:36,2023-01-14 14:39:45,39.34,in,A
2023-01-14 14:38:44,2023-01-14 14:39:05,39.32,in,A
2023-01-14 14:36:44,2023-01-14 14:37:05,39.30,in,A
2023-01-14 14:35:44,2023-01-14 14:36:05,39.29,in,A
2023-01-14 14:34:44,2023-01-14 14:35:05,39.28,in,A
2023-01-14 14:32:58,2023-01-14 14:33:05,39.27,in,A
2023-01-14 14:31:32,2023-01-14 14:31:45,39.26,in,A
2023-01-14 14:29:28,2023-01-14 14:29:45,39.25,in,A
2023-01-14 14:27:11,2023-01-14 14:27:25,39.24,in,A
2023-01-14 14:24:26,2023-01-14 14:24:45,39.23,in,A
2023-01-14 14:21:50,2023-01-14 14:22:05,39.22,in,A
2023-01-14 14:18:57,2023-01-14 14:19:05,39.21,in,A
2023-01-14 14:17:14,2023-01-14 14:17:25,39.20,in,A
2023-01-14 14:15:54,2023-01-14 14:16:05,39.19,in,A
2023-01-14 14:13:35,2023-01-14 14:13:45,39.18,in,A
2023-01-14 14:10:15,2023-01-14 14:10:25,39.17,in,A
2023-01-14 14:06:20,2023-01-14 14:06:25,39.15,in,A
2023-01-14 14:05:05,2023-01-14 14:05:25,39.14,in,A
2023-01-14 14:04:01,2023-01-14 14:04:05,39.13,in,A
2023-01-14 14:01:49,2023-01-14 14:02:05,39.11,in,A
2023-01-14 14:00:49,2023-01-14 14:01:05,39.10,in,A
2023-01-14 13:59:49,2023-01-14 14:00:05,39.09,in,A
2023-01-14 13:58:49,2023-01-14 13:59:05,39.08,in,A
2023-01-14 13:57:49,2023-01-14 13:58:05,39.07,in,A
2023-01-14 13:56:49,2023-01-14 13:57:05,39.06,in,A
2023-01-14 13:55:50,2023-01-14 13:56:05,39.05,in,A
2023-01-14 13:54:37,2023-01-14 13:54:45,39.04,in,A
2023-01-14 13:51:40,2023-01-14 13:51:45,39.02,in,A
2023-01-14 13:47:59,2023-01-14 13:48:05,39.00,in,A
2023-01-14 13:37:50,2023-01-14 13:38:05,38.96,in,A
2023-01-14 13:34:21,2023-01-14 13:34:25,38.95,in,A
2023-01-14 13:31:12,2023-01-14 13:31:25,38.94,in,A
2023-01-14 13:28:42,2023-01-14 13:28:45,38.93,in,A
2023-01-14 13:25:41,2023-01-14 13:25:45,38.92,in,A
2023-01-14 13:23:07,2023-01-14 13:23:25,38.91,in,A
2023-01-14 13:20:47,2023-01-14 13:21:05,38.90,in,A
2023-01-14 13:19:23,2023-01-14 13:19:45,38.89,in,A
2023-01-14 13:17:23,2023-01-14 13:17:45,38.88,in,A
2023-01-14 13:15:52,2023-01-14 13:16:05,38.87,in,A
2023-01-14 13:14:50,2023-01-14 13:15:05,38.86,in,A
2023-01-14 13:13:43,2023-01-14 13:14:05,38.85,in,A
2023-01-14 13:12:47,2023-01-14 13:13:05,38.83,in,A
2023-01-14 13:11:47,2023-01-14 13:12:05,38.82,in,A
2023-01-14 13:10:47,2023-01-14 13:11:05,38.81,in,A
2023-01-14 13:09:47,2023-01-14 13:10:05,38.80,in,A
2023-01-14 13:08:47,2023-01-14 13:09:05,38.79,in,A
2023-01-14 13:07:47,2023-01-14 13:08:05,38.78,in,A
2023-01-14 13:05:38,2023-01-14 13:05:45,38.76,in,A
2023-01-14 13:04:25,2023-01-14 13:04:45,38.75,in,A
2023-01-14 13:03:26,2023-01-14 13:03:45,38.74,in,A
2023-01-14 13:02:22,2023-01-14 13:02:25,38.73,in,A
2023-01-14 13:01:02,2023-01-14 13:01:05,38.72,in,A
2023-01-14 12:59:20,2023-01-14 12:59:25,38.71,in,A
2023-01-14 12:57:47,2023-01-14 12:58:05,38.70,in,A
2023-01-14 12:56:12,2023-01-14 12:56:25,38.69,in,A
2023-01-14 12:52:29,2023-01-14 12:52:45,38.67,in,A
2023-01-14 12:48:21,2023-01-14 12:48:25,38.65,in,A
2023-01-14 12:44:05,2023-01-14 12:44:25,38.63,in,A
2023-01-14 12:42:29,2023-01-14 12:42:45,38.63,in,A
2023-01-14 12:36:26,2023-01-14 12:36:45,38.61,in,A
2023-01-14 12:33:28,2023-01-14 12:33:45,38.60,in,A
2023-01-14 12:28:14,2023-01-14 12:28:25,38.58,in,A
2023-01-14 12:25:33,2023-01-14 12:25:45,38.57,in,A
2023-01-14 12:23:10,2023-01-14 12:23:25,38.56,in,A
2023-01-14 12:21:33,2023-01-14 12:21:45,38.55,in,A
2023-01-14 12:20:26,2023-01-14 12:20:45,38.54,in,A
2023-01-14 12:19:42,2023-01-14 12:19:45,38.52,in,A
2023-01-14 12:18:42,2023-01-14 12:18:45,38.51,in,A
2023-01-14 12:17:43,2023-01-14 12:18:05,38.50,in,A
2023-01-14 12:16:28,2023-01-14 12:16:45,38.49,in,A
2023-01-14 12:09:01,2023-01-14 12:09:05,38.45,in,A
2023-01-14 12:07:40,2023-01-14 12:07:45,38.44,in,A
2023-01-14 12:06:40,2023-01-14 12:06:45,38.43,in,A
2023-01-14 12:05:40,2023-01-14 12:05:45,38.42,in,A
2023-01-14 12:04:40,2023-01-14 12:04:45,38.41,in,A
2023-01-14 12:03:40,2023-01-14 12:03:45,38.40,in,A
2023-01-14 12:02:41,2023-01-14 12:02:45,38.39,in,A
2023-01-14 11:59:39,2023-01-14 11:59:45,38.38,in,A
2023-01-14 11:56:06,2023-01-14 11:56:25,38.37,in,A
2023-01-14 11:53:00,2023-01-14 11:53:05,38.36,in,A
2023-01-14 11:49:37,2023-01-14 11:49:45,38.35,in,A
2023-01-14 11:45:46,2023-01-14 11:46:05,38.34,in,A
2023-01-14 11:43:11,2023-01-14 11:43:25,38.33,in,A
2023-01-14 11:33:55,2023-01-14 11:34:05,38.31,in,A
2023-01-14 11:29:59,2023-01-14 11:30:05,38.30,in,A
2023-01-14 11:24:30,2023-01-14 11:24:45,38.29,in,A
2023-01-14 11:21:04,2023-01-14 11:21:25,38.28,in,A
2023-01-14 11:20:11,2023-01-14 11:20:25,38.26,in,A
2023-01-14 11:19:11,2023-01-14 11:19:25,38.25,in,A
2023-01-14 11:18:07,2023-01-14 11:18:25,38.24,in,A
2023-01-14 11:16:38,2023-01-14 11:16:45,38.23,in,A
2023-01-14 11:14:58,2023-01-14 11:15:05,38.22,in,A
2023-01-14 11:12:56,2023-01-14 11:13:05,38.21,in,A
2023-01-14 11:11:02,2023-01-14 11:11:05,38.20,in,A
2023-01-14 11:09:17,2023-01-14 11:09:25,38.19,in,A
2023-01-14 11:04:19,2023-01-14 11:04:29,38.16,in,A
2023-01-14 11:00:13,2023-01-14 11:00:49,38.14,in,A
2023-01-14 10:58:08,2023-01-14 10:58:34,38.13,in,A
2023-01-14 10:56:37,2023-01-14 10:57:12,38.12,in,A
2023-01-14 10:54:49,2023-01-14 10:55:14,38.11,in,A
2023-01-14 10:53:31,2023-01-14 10:53:45,38.10,in,A
2023-01-14 10:50:35,2023-01-14 10:50:45,38.06,in,A
2023-01-14 10:49:36,2023-01-14 10:49:45,38.05,in,A
2023-01-14 10:46:43,2023-01-14 10:47:05,38.01,in,A
2023-01-14 10:45:29,2023-01-14 10:45:45,38.00,in,A
2023-01-14 10:41:00,2023-01-14 10:41:05,37.98,in,A
2023-01-14 10:36:12,2023-01-14 10:36:25,37.97,in,A
2023-01-14 10:31:01,2023-01-14 10:31:05,37.96,in,A
2023-01-14 10:27:28,2023-01-14 10:27:45,37.95,in,A
2023-01-14 10:25:35,2023-01-14 10:25:52,37.94,in,A
2023-01-14 10:22:04,2023-01-14 10:22:42,37.93,in,A
2023-01-14 10:19:11,2023-01-14 10:19:49,37.92,in,A
2023-01-14 10:16:59,2023-01-14 10:17:17,37.91,in,A
2023-01-14 10:13:46,2023-01-14 10:14:14,37.89,in,A
2023-01-14 10:07:30,2023-01-14 10:07:45,37.88,in,A
2023-01-14 09:59:36,2023-01-14 09:59:45,37.87,in,A
2023-01-14 09:54:25,2023-01-14 09:54:45,37.86,in,A
2023-01-14 09:51:11,2023-01-14 09:51:25,37.85,in,A
2023-01-14 09:49:31,2023-01-14 09:49:45,37.84,in,A
2023-01-14 09:45:48,2023-01-14 09:46:05,37.83,in,A
2023-01-14 09:42:57,2023-01-14 09:43:05,37.82,in,A
2023-01-14 09:39:57,2023-01-14 09:40:05,37.79,in,A
2023-01-14 09:39:08,2023-01-14 09:39:25,37.77,in,A
2023-01-14 09:38:08,2023-01-14 09:38:25,37.76,in,A
2023-01-14 09:36:39,2023-01-14 09:36:45,37.75,in,A
2023-01-14 09:33:16,2023-01-14 09:33:25,37.74,in,A
2023-01-14 09:29:04,2023-01-14 09:29:25,37.71,in,A
2023-01-14 09:27:48,2023-01-14 09:28:05,37.67,in,A
2023-01-14 09:27:20,2023-01-14 09:27:25,37.65,in,A
2023-01-14 09:26:20,2023-01-14 09:26:25,37.64,in,A
2023-01-14 09:25:20,2023-01-14 09:25:25,37.63,in,A
2023-01-14 09:22:13,2023-01-14 09:22:25,37.62,in,A
2023-01-14 09:19:31,2023-01-14 09:19:45,37.61,in,A
2023-01-14 09:17:51,2023-01-14 09:18:05,37.60,in,A
2023-01-14 09:16:07,2023-01-14 09:16:25,37.59,in,A
2023-01-14 09:12:37,2023-01-14 09:12:45,37.56,in,A
2023-01-14 09:11:20,2023-01-14 09:11:25,37.52,in,A
2023-01-14 09:08:52,2023-01-14 09:09:05,37.51,in,A
2023-01-14 09:05:43,2023-01-14 09:06:05,37.50,in,A
2023-01-14 09:04:21,2023-01-14 09:04:25,37.49,in,A
2023-01-14 09:03:21,2023-01-14 09:03:25,37.48,in,A
2023-01-14 09:02:21,2023-01-14 09:02:25,37.47,in,A
2023-01-14 08:59:22,2023-01-14 08:59:25,37.44,in,A
2023-01-14 08:58:05,2023-01-14 08:58:25,37.43,in,A
2023-01-14 08:57:00,2023-01-14 08:57:05,37.42,in,A
2023-01-14 08:50:20,2023-01-14 08:50:25,37.41,in,A
2023-01-14 08:40:49,2023-01-14 08:41:05,37.40,in,A
2023-01-14 08:30:31,2023-01-14 08:30:45,37.39,in,A
2023-01-14 08:11:02,2023-01-14 08:11:05,37.38,in,A
2023-01-14 07:15:18,2023-01-14 07:15:25,37.36,in,A
2023-01-14 07:07:02,2023-01-14 07:07:05,37.35,in,A
2023-01-14 06:50:19,2023-01-14 06:50:25,37.34,in,A
2023-01-14 06:38:30,2023-01-14 06:38:45,37.33,in,A
2023-01-14 05:24:59,2023-01-14 05:25:05,37.32,in,A
2023-01-14 05:02:31,2023-01-14 05:02:45,37.31,in,A
2023-01-14 00:44:05,2023-01-14 00:44:25,37.27,in,A
2023-01-13 12:44:04,2023-01-13 12:44:25,37.27,in,A
2023-01-13 00:44:04,2023-01-13 00:44:25,37.27,in,A
2023-01-12 15:59:22,2023-01-12 15:59:25,37.27,in,A
2023-01-12 12:44:03,2023-01-12 12:44:25,37.26,in,A
2023-01-12 00:44:02,2023-01-12 00:44:05,37.26,in,A
2023-01-11 12:44:01,2023-01-11 12:44:05,37.26,in,A
2023-01-11 00:44:00,2023-01-11 00:44:05,37.26,in,A
2023-01-10 12:44:00,2023-01-10 12:44:05,37.26,in,A
2023-01-10 11:59:02,2023-01-10 11:59:05,37.26,in,A
2023-01-10 08:31:28,2023-01-10 08:31:45,37.24,in,A
2023-01-10 08:27:53,2023-01-10 08:28:05,37.23,in,A
2023-01-10 08:07:50,2023-01-10 08:08:05,37.21,in,A
2023-01-10 07:54:31,2023-01-10 07:54:45,37.20,in,A
2023-01-10 07:49:55,2023-01-10 07:50:05,37.19,in,A
2023-01-10 07:46:47,2023-01-10 07:47:05,37.18,in,A
2023-01-10 07:09:47,2023-01-10 07:10:05,37.17,in,A
2023-01-10 07:05:42,2023-01-10 07:05:45,37.16,in,A
2023-01-10 07:03:38,2023-01-10 07:03:45,37.15,in,A
2023-01-10 07:02:25,2023-01-10 07:02:45,37.14,in,A
2023-01-10 07:01:17,2023-01-10 07:01:25,37.13,in,A
2023-01-10 07:00:22,2023-01-10 07:00:25,37.11,in,A
2023-01-10 06:59:08,2023-01-10 06:59:25,37.07,in,A
2023-01-10 06:58:08,2023-01-10 06:58:25,37.06,in,A
2023-01-10 06:57:08,2023-01-10 06:57:25,37.05,in,A
2023-01-10 06:55:40,2023-01-10 06:55:45,37.04,in,A
2023-01-10 06:52:07,2023-01-10 06:52:25,37.03,in,A
2023-01-10 06:50:39,2023-01-10 06:50:45,37.02,in,A
2023-01-10 06:33:30,2023-01-10 06:33:45,37.01,in,A
2023-01-10 06:31:57,2023-01-10 06:32:05,37.00,in,A
2023-01-10 06:30:57,2023-01-10 06:31:05,36.99,in,A
2023-01-10 06:29:57,2023-01-10 06:30:05,36.98,in,A
2023-01-10 06:19:30,2023-01-10 06:19:45,36.97,in,A
2023-01-10 06:10:17,2023-01-10 06:10:25,36.96,in,A
2023-01-10 06:07:41,2023-01-10 06:07:45,36.95,in,A
2023-01-10 06:05:41,2023-01-10 06:05:45,36.93,in,A
2023-01-10 06:04:41,2023-01-10 06:04:45,36.92,in,A
2023-01-10 06:00:36,2023-01-10 06:00:45,36.91,in,A
2023-01-10 05:54:19,2023-01-10 05:54:25,36.89,in,A
2023-01-10 05:39:46,2023-01-10 05:40:05,36.87,in,A
2023-01-10 05:37:29,2023-01-10 05:37:45,36.86,in,A
2023-01-10 05:34:52,2023-01-10 05:35:05,36.85,in,A
2023-01-10 05:31:18,2023-01-10 05:31:25,36.84,in,A
2023-01-10 05:30:18,2023-01-10 05:30:25,36.83,in,A
2023-01-10 05:29:18,2023-01-10 05:29:25,36.82,in,A
2023-01-10 05:27:18,2023-01-10 05:27:25,36.80,in,A
2023-01-10 05:25:21,2023-01-10 05:25:25,36.77,in,A
2023-01-10 05:24:38,2023-01-10 05:24:45,36.75,in,A
2023-01-10 05:24:08,2023-01-10 05:24:25,36.73,in,A
2023-01-10 05:23:11,2023-01-10 05:23:25,36.69,in,A
2023-01-10 05:22:57,2023-01-10 05:23:05,36.67,in,A
2023-01-10 05:22:38,2023-01-10 05:22:45,36.65,in,A
2023-01-10 05:22:25,2023-01-10 05:22:45,36.63,in,A
2023-01-10 05:21:43,2023-01-10 05:22:05,36.59,in,A
2023-01-10 05:21:34,2023-01-10 05:21:45,36.57,in,A
2023-01-10 05:21:23,2023-01-10 05:21:45,36.55,in,A
2023-01-10 05:21:10,2023-01-10 05:21:25,36.53,in,A
2023-01-10 05:21:00,2023-01-10 05:21:05,36.51,in,A
2023-01-10 05:20:31,2023-01-10 05:20:45,36.47,in,A
2023-01-10 05:19:59,2023-01-10 05:20:05,36.43,in,A
2023-01-10 05:19:00,2023-01-10 05:19:05,36.37,in,A
2023-01-10 05:18:46,2023-01-10 05:19:05,36.35,in,A
2023-01-10 05:18:26,2023-01-10 05:18:45,36.33,in,A
2023-01-10 05:18:06,2023-01-10 05:18:25,36.31,in,A
2023-01-10 05:16:42,2023-01-10 05:16:45,36.25,in,A
2023-01-10 05:16:26,2023-01-10 05:16:45,36.23,in,A
2023-01-10 05:15:44,2023-01-10 05:16:05,36.19,in,A
2023-01-10 05:15:23,2023-01-10 05:15:45,36.17,in,A
2023-01-10 05:14:05,2023-01-10 05:14:25,36.13,in,A
2023-01-10 05:13:23,2023-01-10 05:13:45,36.11,in,A
2023-01-10 05:10:20,2023-01-10 05:10:25,36.01,in,A
2023-01-10 05:09:32,2023-01-10 05:09:45,35.99,in,A
2023-01-10 05:08:32,2023-01-10 05:08:45,35.98,in,A
2023-01-10 05:07:48,2023-01-10 05:08:05,35.96,in,A
2023-01-10 05:06:48,2023-01-10 05:07:05,35.95,in,A
2023-01-10 05:05:48,2023-01-10 05:06:05,35.94,in,A
2023-01-10 05:04:38,2023-01-10 05:04:45,35.93,in,A
2023-01-10 05:01:01,2023-01-10 05:01:05,35.92,in,A
2023-01-10 03:08:48,2023-01-10 03:09:05,35.90,in,A
2023-01-10 02:31:34,2023-01-10 02:31:45,35.89,in,A
2023-01-10 02:18:35,2023-01-10 02:18:45,35.88,in,A
2023-01-10 02:15:06,2023-01-10 02:15:25,35.87,in,A
2023-01-10 01:55:52,2023-01-10 01:56:05,35.85,in,A
2023-01-10 01:08:55,2023-01-10 01:09:05,35.84,in,A
2023-01-10 00:50:28,2023-01-10 00:50:45,35.83,in,A
2023-01-10 00:43:57,2023-01-10 00:44:05,35.82,in,A
2023-01-10 00:40:33,2023-01-10 00:40:45,35.81,in,A
2023-01-10 00:38:19,2023-01-10 00:38:25,35.79,in,A
2023-01-10 00:37:19,2023-01-10 00:37:25,35.78,in,A
2023-01-10 00:36:19,2023-01-10 00:36:25,35.77,in,A
2023-01-10 00:34:19,2023-01-10 00:34:25,35.75,in,A
2023-01-10 00:33:25,2023-01-10 00:33:45,35.73,in,A
2023-01-10 00:32:14,2023-01-10 00:32:25,35.72,in,A
2023-01-10 00:30:24,2023-01-10 00:30:45,35.71,in,A
2023-01-10 00:17:37,2023-01-10 00:17:45,35.67,in,A
2023-01-09 23:37:38,2023-01-09 23:37:45,35.66,in,A
2023-01-09 23:30:29,2023-01-09 23:30:45,35.64,in,A
2023-01-09 23:29:29,2023-01-09 23:29:45,35.63,in,A
2023-01-09 23:29:00,2023-01-09 23:29:05,35.61,in,A
2023-01-09 23:28:00,2023-01-09 23:28:05,35.60,in,A
2023-01-09 23:27:00,2023-01-09 23:27:05,35.59,in,A
2023-01-09 23:26:00,2023-01-09 23:26:05,35.58,in,A
2023-01-09 23:24:33,2023-01-09 23:24:45,35.57,in,A
2023-01-09 23:21:24,2023-01-09 23:21:45,35.56,in,A
2023-01-09 23:19:57,2023-01-09 23:20:05,35.55,in,A
2023-01-09 23:19:01,2023-01-09 23:19:05,35.53,in,A
2023-01-09 23:18:05,2023-01-09 23:18:25,35.52,in,A
2023-01-09 23:17:05,2023-01-09 23:17:25,35.50,in,A
2023-01-09 23:15:15,2023-01-09 23:15:25,35.49,in,A
2023-01-09 23:13:20,2023-01-09 23:13:25,35.48,in,A
2023-01-09 23:12:20,2023-01-09 23:12:25,35.47,in,A
2023-01-09 23:10:05,2023-01-09 23:10:25,35.45,in,A
2023-01-09 23:06:22,2023-01-09 23:06:36,35.42,in,A
